timestamp,open,high,low,close,volume
2022-01-03 05:00:00+00:00,399.05,401.94,396.88,401.68,40541654.0
2022-01-04 05:00:00+00:00,402.24,402.28,393.288,396.47,57998606.0
2022-01-05 05:00:00+00:00,394.74,395.89,384.03,384.29,75647647.0
2022-01-06 05:00:00+00:00,382.42,387.35,380.13,384.02,70606324.0
2022-01-07 05:00:00+00:00,384.03,385.76,378.04,379.86,72616164.0
2022-01-10 05:00:00+00:00,374.82,380.64,369.31,380.11,91690995.0
2022-01-11 05:00:00+00:00,379.355,385.9899,377.2182,385.82,68160698.0
2022-01-12 05:00:00+00:00,388.46,390.2,385.01,387.35,54544566.0
2022-01-13 05:00:00+00:00,388.77,389.47,376.7,377.66,77978962.0
2022-01-14 05:00:00+00:00,375.07,380.35,374.86,380.01,80081709.0
2022-01-18 05:00:00+00:00,374.04,376.22,369.7704,370.55,75442841.0
2022-01-19 05:00:00+00:00,372.15,374.69,366.21,366.48,81410082.0
2022-01-20 05:00:00+00:00,369.79,373.87,361.17,361.72,88553514.0
2022-01-21 05:00:00+00:00,359.47,362.18,351.4,351.69,143333420.0
2022-01-24 05:00:00+00:00,345.905,353.98,334.15,353.3,199382109.0
2022-01-25 05:00:00+00:00,346.67,351.0295,341.68,345.11,124304564.0
2022-01-26 05:00:00+00:00,352.91,356.88,340.78,344.57,146507024.0
2022-01-27 05:00:00+00:00,349.4,351.27,340.05,341.1,95177356.0
2022-01-28 05:00:00+00:00,343.03,352.02,337.95,351.8,107867897.0
2022-01-31 05:00:00+00:00,353.2,363.65,351.52,363.05,94164389.0
2022-02-01 05:00:00+00:00,364.43,366.19,359.14,365.52,74386923.0
2022-02-02 05:00:00+00:00,369.76,370.1,364.285,368.49,78489135.0
2022-02-03 05:00:00+00:00,358.53,361.93,352.46,353.55,95328621.0
2022-02-04 05:00:00+00:00,354.08,361.4,351.97,358.01,86216601.0
2022-02-07 05:00:00+00:00,358.62,361.05,353.84,355.13,58146087.0
2022-02-08 05:00:00+00:00,353.96,360.24,352.8,359.12,64642677.0
2022-02-09 05:00:00+00:00,363.76,366.81,362.12,366.73,55766422.0
2022-02-10 05:00:00+00:00,359.52,366.4885,356.54,358.43,112276783.0
2022-02-11 05:00:00+00:00,358.43,360.07,345.8,347.06,101569102.0
2022-02-14 05:00:00+00:00,346.49,350.98,343.89,347.49,80206439.0
2022-02-15 05:00:00+00:00,352.91,356.37,351.82,356.13,55366054.0
2022-02-16 05:00:00+00:00,353.82,357.0896,350.71,356.04,58905086.0
2022-02-17 05:00:00+00:00,352.74,353.46,345.02,345.45,61730603.0
2022-02-18 05:00:00+00:00,346.41,346.81,339.14,341.51,79913213.0
2022-02-22 05:00:00+00:00,338.49,344.04,334.35,338.08,85925095.0
2022-02-23 05:00:00+00:00,341.32,342.183,329.1,329.42,86099171.0
2022-02-24 05:00:00+00:00,318.84,341.04,318.26,340.49,129846553.0
2022-02-25 05:00:00+00:00,341.31,345.98,337.39,345.77,78738588.0
2022-02-28 05:00:00+00:00,342.51,348.54,341.32,346.8,77426994.0
2022-03-01 05:00:00+00:00,345.75,348.078,338.9,341.49,67407000.0
2022-03-02 05:00:00+00:00,343.08,348.59,340.24,347.22,70609015.0
2022-03-03 05:00:00+00:00,349.93,350.04,340.35,342.26,71053135.0
2022-03-04 05:00:00+00:00,339.84,341.31,334.92,337.3,76961263.0
2022-03-07 05:00:00+00:00,337.29,338.48,324.65,324.86,89907794.0
2022-03-08 05:00:00+00:00,324.05,333.21,319.94,323.35,116031921.0
2022-03-09 05:00:00+00:00,331.75,336.38,329.09,334.99,64723366.0
2022-03-10 05:00:00+00:00,330.82,332.51,326.71,331.27,69320714.0
2022-03-11 05:00:00+00:00,334.32,334.64,323.9,324.4,66228432.0
2022-03-14 04:00:00+00:00,323.13,326.59,317.45,318.17,79497206.0
2022-03-15 04:00:00+00:00,320.88,328.95,319.23,328.15,76344991.0
2022-03-16 04:00:00+00:00,332.17,340.44,328.401,340.32,105033454.0
2022-03-17 04:00:00+00:00,338.37,344.5,337.0406,344.44,66747301.0
2022-03-18 04:00:00+00:00,342.74,351.79,341.55,351.49,85071347.0
2022-03-21 04:00:00+00:00,350.2,352.48,345.575,350.08,73799072.0
2022-03-22 04:00:00+00:00,350.59,357.85,350.2,356.96,63175928.0
2022-03-23 04:00:00+00:00,354.01,357.66,351.77,351.83,70353024.0
2022-03-24 04:00:00+00:00,353.8,359.7,351.5939,359.65,53539251.0
2022-03-25 04:00:00+00:00,359.59,360.67,354.9438,359.35,57512158.0
2022-03-28 04:00:00+00:00,359.34,365.01,358.07,364.91,56631466.0
2022-03-29 04:00:00+00:00,368.9,371.83,366.06,371.19,67887955.0
2022-03-30 04:00:00+00:00,369.275,370.98,365.57,367.09,68757710.0
2022-03-31 04:00:00+00:00,367.24,367.6,361.68,362.54,67011405.0
2022-04-01 04:00:00+00:00,362.81,363.61,358.59,361.85,54384647.0
2022-04-04 04:00:00+00:00,362.71,369.31,362.44,369.3,45908171.0
2022-04-05 04:00:00+00:00,367.81,368.54,359.93,361.1,62738661.0
2022-04-06 04:00:00+00:00,355.65,356.78,350.56,353.26,90028072.0
2022-04-07 04:00:00+00:00,352.24,356.35,348.69,354.1,63745473.0
2022-04-08 04:00:00+00:00,352.32,353.09,348.5,349.15,61845494.0
2022-04-11 04:00:00+00:00,344.81,345.75,340.535,340.89,65961301.0
2022-04-12 04:00:00+00:00,345.76,347.69,338.035,339.45,72776565.0
2022-04-13 04:00:00+00:00,339.8,347.43,339.06,346.35,61139255.0
2022-04-14 04:00:00+00:00,346.44,346.97,338.21,338.43,73095267.0
2022-04-18 04:00:00+00:00,337.35,341.04,335.791,338.69,58514955.0
2022-04-19 04:00:00+00:00,338.03,346.85,336.98,346.26,56515684.0
2022-04-20 04:00:00+00:00,347.09,347.56,339.96,341.21,65349522.0
2022-04-21 04:00:00+00:00,345.19,347.87,333.2,334.15,75723308.0
2022-04-22 04:00:00+00:00,334.31,335.56,324.96,325.4,82562145.0
2022-04-25 04:00:00+00:00,323.73,329.9,322.43,329.58,101655856.0
2022-04-26 04:00:00+00:00,327.47,327.66,316.855,317.14,105807329.0
2022-04-27 04:00:00+00:00,317.24,322.88,315.0,316.76,111204164.0
2022-04-28 04:00:00+00:00,321.85,329.89,317.52,328.01,98961757.0
2022-04-29 04:00:00+00:00,323.7,327.225,312.6,313.25,91950859.0
2022-05-02 04:00:00+00:00,312.83,318.72,309.645,318.48,114629370.0
2022-05-03 04:00:00+00:00,318.5,321.17,315.98,318.82,78168667.0
2022-05-04 04:00:00+00:00,319.31,330.29,313.891,329.6,116016395.0
2022-05-05 04:00:00+00:00,325.17,325.25,309.62,313.0,153474947.0
2022-05-06 04:00:00+00:00,310.95,315.09,305.105,309.25,138836955.0
2022-05-09 04:00:00+00:00,303.48,309.3487,295.72,297.15,112665642.0
2022-05-10 04:00:00+00:00,304.51,305.76,296.57,300.76,124041800.0
2022-05-11 04:00:00+00:00,298.44,304.09,290.95,291.84,139607898.0
2022-05-12 04:00:00+00:00,287.45,295.75,284.94,291.15,120534650.0
2022-05-13 04:00:00+00:00,295.72,302.999,294.0825,301.94,83656711.0
2022-05-16 04:00:00+00:00,300.15,302.26,297.13,298.44,59050432.0
2022-05-17 04:00:00+00:00,304.45,306.56,300.55,306.17,62406293.0
2022-05-18 04:00:00+00:00,301.54,302.25,289.85,291.14,79138709.0
2022-05-19 04:00:00+00:00,289.29,294.39,287.58,289.58,79884709.0
2022-05-20 04:00:00+00:00,293.13,293.8,280.21,288.68,91509174.0
2022-05-23 04:00:00+00:00,289.75,293.87,287.29,293.48,63494400.0
2022-05-24 04:00:00+00:00,288.125,288.86,282.25,287.24,73446323.0
2022-05-25 04:00:00+00:00,285.71,293.39,285.5,291.26,66846348.0
2022-05-26 04:00:00+00:00,290.44,300.92,290.15,299.33,59402781.0
2022-05-27 04:00:00+00:00,302.54,309.25,302.42,309.1,66992203.0
2022-05-31 04:00:00+00:00,309.07,311.33,304.33,308.28,60968330.0
2022-06-01 04:00:00+00:00,310.47,312.65,303.73,306.0,65302553.0
2022-06-02 04:00:00+00:00,304.85,314.56,303.4001,314.38,59291333.0
2022-06-03 04:00:00+00:00,309.03,310.47,304.92,306.2,60812184.0
2022-06-06 04:00:00+00:00,310.75,312.35,305.62,307.22,50885013.0
2022-06-07 04:00:00+00:00,303.81,310.67,302.6886,309.87,44900292.0
2022-06-08 04:00:00+00:00,309.05,311.72,306.77,307.64,38276962.0
2022-06-09 04:00:00+00:00,305.91,309.05,299.23,299.4,55855475.0
2022-06-10 04:00:00+00:00,293.65,294.87,288.384,288.84,85101856.0
2022-06-13 04:00:00+00:00,279.75,282.34,274.53,275.41,94326259.0
2022-06-14 04:00:00+00:00,277.66,278.66,273.3375,275.91,64695921.0
2022-06-15 04:00:00+00:00,279.415,286.83,276.61,282.8,85983428.0
2022-06-16 04:00:00+00:00,275.59,276.06,269.28,271.39,81806131.0
2022-06-17 04:00:00+00:00,272.18,277.19,270.5119,274.69,82615402.0
2022-06-21 04:00:00+00:00,278.75,283.45,278.64,281.08,51505341.0
2022-06-22 04:00:00+00:00,278.52,285.18,277.91,280.67,67472924.0
2022-06-23 04:00:00+00:00,283.21,285.72,280.31,284.85,57423796.0
2022-06-24 04:00:00+00:00,287.74,295.04,287.5001,294.61,58414762.0
2022-06-27 04:00:00+00:00,296.0,296.5799,291.29,292.45,53829252.0
2022-06-28 04:00:00+00:00,293.0,295.65,283.35,283.54,61801810.0
2022-06-29 04:00:00+00:00,283.4,285.34,280.84,283.8,57052726.0
2022-06-30 04:00:00+00:00,280.75,283.9441,275.78,280.28,79109580.0
2022-07-01 04:00:00+00:00,278.95,282.53,277.03,282.13,56486905.0
2022-07-05 04:00:00+00:00,278.31,287.08,276.7501,286.96,61487272.0
2022-07-06 04:00:00+00:00,287.35,290.95,285.59,288.8,63154715.0
