timestamp,open,high,low,close,volume
2024-06-03 08:00:00+00:00,527.42,528.64,527.0,528.44,146022.0
2024-06-03 09:00:00+00:00,528.4,528.4,527.78,528.08,64730.0
2024-06-03 10:00:00+00:00,528.13,528.25,527.89,527.97,71899.0
2024-06-03 11:00:00+00:00,528.02,528.66,527.89,528.6,329981.0
2024-06-03 12:00:00+00:00,527.98,528.96,527.73,528.4,320447.0
2024-06-03 13:00:00+00:00,528.46,529.16,527.345,527.92,7084458.0
2024-06-03 14:00:00+00:00,527.92,529.31,525.7,526.02,6433579.0
2024-06-03 15:00:00+00:00,526.0328,526.69,525.4,526.09,4880520.0
2024-06-03 16:00:00+00:00,526.09,526.4,523.21,523.79,5824448.0
2024-06-03 17:00:00+00:00,523.77,526.9661,522.6,525.19,4193018.0
2024-06-03 18:00:00+00:00,525.22,526.312,524.67,525.75,3787075.0
2024-06-03 19:00:00+00:00,525.75,527.83,525.56,527.77,8781478.0
2024-06-03 20:00:00+00:00,527.76,528.24,527.5502,527.89,3774862.0
2024-06-03 21:00:00+00:00,527.85,527.95,527.7,527.75,72976.0
2024-06-03 22:00:00+00:00,527.85,528.0,527.72,527.86,14297.0
2024-06-03 23:00:00+00:00,527.85,527.95,527.53,527.53,17825.0
2024-06-04 08:00:00+00:00,526.81,526.81,524.97,525.24,68270.0
2024-06-04 09:00:00+00:00,525.06,525.1,524.31,524.72,25925.0
2024-06-04 10:00:00+00:00,524.76,525.1,524.27,524.95,65523.0
2024-06-04 11:00:00+00:00,525.03,526.0,525.0,525.96,233805.0
2024-06-04 12:00:00+00:00,525.22,527.96,524.335,526.1,347801.0
2024-06-04 13:00:00+00:00,526.18,526.79,525.77,526.49,3039540.0
2024-06-04 14:00:00+00:00,526.49,527.75,525.74,525.93,5369022.0
2024-06-04 15:00:00+00:00,525.97,526.615,525.14,525.2501,3280997.0
2024-06-04 16:00:00+00:00,525.265,526.94,524.96,526.4799,3263385.0
2024-06-04 17:00:00+00:00,526.4713,527.11,525.695,526.84,2213666.0
2024-06-04 18:00:00+00:00,526.81,529.15,526.71,528.3999,4472626.0
2024-06-04 19:00:00+00:00,528.37,528.6,526.61,528.35,7937629.0
2024-06-04 20:00:00+00:00,528.38,528.61,528.02,528.45,2536614.0
2024-06-04 21:00:00+00:00,528.41,528.47,528.3,528.36,57913.0
2024-06-04 22:00:00+00:00,528.39,528.78,528.26,528.751,59646.0
2024-06-04 23:00:00+00:00,528.77,529.17,528.77,529.1,46779.0
2024-06-05 08:00:00+00:00,528.91,529.19,528.75,529.15,16954.0
2024-06-05 09:00:00+00:00,529.2,529.56,529.17,529.51,31344.0
2024-06-05 10:00:00+00:00,529.49,529.73,529.41,529.45,22543.0
2024-06-05 11:00:00+00:00,529.5,530.13,528.92,530.05,225448.0
2024-06-05 12:00:00+00:00,529.44,530.49,528.72,530.49,299267.0
2024-06-05 13:00:00+00:00,530.5,530.85,529.51,530.08,4280739.0
2024-06-05 14:00:00+00:00,530.09,531.1199,528.7254,530.96,6162012.0
2024-06-05 15:00:00+00:00,530.95,532.44,530.95,532.03,5248920.0
2024-06-05 16:00:00+00:00,532.025,532.81,531.73,532.645,2817905.0
2024-06-05 17:00:00+00:00,532.65,533.3,532.15,533.26,4121495.0
2024-06-05 18:00:00+00:00,533.25,534.0,533.015,533.85,4310864.0
2024-06-05 19:00:00+00:00,533.86,534.69,533.24,534.65,10650502.0
2024-06-05 20:00:00+00:00,534.67,534.79,533.6,534.56,6212745.0
2024-06-05 21:00:00+00:00,534.6787,534.6787,534.32,534.62,785325.0
2024-06-05 22:00:00+00:00,534.53,535.0,534.3597,534.95,78848.0
2024-06-05 23:00:00+00:00,535.0,535.19,534.9,534.98,50719.0
2024-06-06 08:00:00+00:00,534.67,535.01,534.57,534.57,8487.0
2024-06-06 09:00:00+00:00,534.65,534.68,534.41,534.48,10993.0
2024-06-06 10:00:00+00:00,534.64,534.72,534.55,534.72,2504.0
2024-06-06 11:00:00+00:00,534.71,534.86,534.65,534.86,51832.0
2024-06-06 12:00:00+00:00,534.72,535.16,533.98,534.72,358175.0
2024-06-06 13:00:00+00:00,534.74,535.42,534.33,534.345,4336488.0
2024-06-06 14:00:00+00:00,534.34,535.2,534.34,534.4575,3964330.0
2024-06-06 15:00:00+00:00,534.45,534.78,534.055,534.132,2445377.0
2024-06-06 16:00:00+00:00,534.13,534.27,533.2401,533.4499,3204608.0
2024-06-06 17:00:00+00:00,533.445,534.4599,533.3,534.19,2338688.0
2024-06-06 18:00:00+00:00,534.16,534.58,532.68,534.405,3354441.0
2024-06-06 19:00:00+00:00,534.405,534.67,533.9901,534.63,5997965.0
2024-06-06 20:00:00+00:00,534.62,534.66,534.09,534.42,2924625.0
2024-06-06 21:00:00+00:00,534.43,534.66,534.2,534.28,43784.0
2024-06-06 22:00:00+00:00,534.3,534.59,534.24,534.54,45656.0
2024-06-06 23:00:00+00:00,534.48,534.58,534.46,534.49,21643.0
2024-06-07 08:00:00+00:00,535.0,535.19,534.6,534.6,24433.0
2024-06-07 09:00:00+00:00,534.7,534.89,534.55,534.75,6124.0
2024-06-07 10:00:00+00:00,534.83,534.86,534.43,534.59,10154.0
2024-06-07 11:00:00+00:00,534.53,535.02,534.13,534.99,73805.0
2024-06-07 12:00:00+00:00,534.49,536.27,531.3,532.5,1825142.0
2024-06-07 13:00:00+00:00,532.36,534.31,532.19,534.0399,3828855.0
