timestamp,open,high,low,close,volume
2024-01-02 05:00:00+00:00,49.244,49.295,47.595,48.168,411170220.0
2024-01-03 05:00:00+00:00,47.485,48.1841,47.32,47.569,320822670.0
2024-01-04 05:00:00+00:00,47.767,48.5,47.508,47.998,305489390.0
2024-01-05 05:00:00+00:00,48.462,49.547,48.306,49.097,409571270.0
2024-01-08 05:00:00+00:00,49.512,52.275,49.479,52.253,642509900.0
2024-01-09 05:00:00+00:00,52.401,54.325,51.69,53.14,772959260.0
2024-01-10 05:00:00+00:00,53.616,54.6,53.489,54.35,533749760.0
2024-01-11 05:00:00+00:00,54.999,55.346,53.56,54.822,596737270.0
2024-01-12 05:00:00+00:00,54.62,54.97,54.3301,54.71,352418800.0
2024-01-16 05:00:00+00:00,55.018,56.835,54.9,56.382,449486130.0
2024-01-17 05:00:00+00:00,56.347,56.4707,54.74,56.053,474394440.0
2024-01-18 05:00:00+00:00,57.26,57.6,56.107,57.107,491650360.0
2024-01-19 05:00:00+00:00,57.989,59.5,57.225,59.491,543304230.0
2024-01-22 05:00:00+00:00,60.049,60.331,59.07,59.654,452753830.0
2024-01-23 05:00:00+00:00,59.57,59.91,58.585,59.873,294574450.0
2024-01-24 05:00:00+00:00,60.304,62.849,59.938,61.362,560270640.0
2024-01-25 05:00:00+00:00,62.35,62.719,60.85,61.617,482551840.0
2024-01-26 05:00:00+00:00,60.96,61.783,60.573,61.031,389742590.0
2024-01-29 05:00:00+00:00,61.232,62.489,60.907,62.465,348703480.0
2024-01-30 05:00:00+00:00,62.9,63.493,62.26,62.774,410709050.0
2024-01-31 05:00:00+00:00,61.44,62.269,60.7,61.527,453794870.0
2024-02-01 05:00:00+00:00,62.1,63.191,61.65,63.027,369145790.0
2024-02-02 05:00:00+00:00,63.974,66.6,63.69,66.16,476527650.0
2024-02-05 05:00:00+00:00,68.225,69.497,67.205,69.332,679845010.0
2024-02-06 05:00:00+00:00,69.63,69.754,66.3,68.223,683010610.0
2024-02-07 05:00:00+00:00,68.319,70.22,67.6,70.099,495574550.0
2024-02-08 05:00:00+00:00,70.074,70.794,69.455,69.641,406277410.0
2024-02-09 05:00:00+00:00,70.533,72.185,70.212,72.133,436131390.0
2024-02-12 05:00:00+00:00,72.6,74.611,71.25,72.248,613222380.0
2024-02-13 05:00:00+00:00,70.4,73.45,69.62,72.128,602580150.0
2024-02-14 05:00:00+00:00,73.202,74.236,71.938,73.9,504917420.0
2024-02-15 05:00:00+00:00,73.869,73.975,72.4,72.658,420015810.0
2024-02-16 05:00:00+00:00,74.1,74.402,72.501,72.613,495163120.0
2024-02-20 05:00:00+00:00,71.947,71.956,67.734,69.452,704774600.0
2024-02-21 05:00:00+00:00,68.006,68.888,66.248,67.472,690155070.0
2024-02-22 05:00:00+00:00,75.025,78.575,74.22,78.538,865031740.0
2024-02-23 05:00:00+00:00,80.79,82.394,77.57,78.817,829312570.0
2024-02-26 05:00:00+00:00,79.7,80.646,78.505,79.092,503219230.0
2024-02-27 05:00:00+00:00,79.381,79.48,77.162,78.701,391524040.0
2024-02-28 05:00:00+00:00,77.62,78.933,77.125,77.663,393110400.0
2024-02-29 05:00:00+00:00,79.094,79.99,78.35,79.112,507288980.0
2024-03-01 05:00:00+00:00,80.0,82.3,79.435,82.279,479135100.0
2024-03-04 05:00:00+00:00,84.13,87.695,83.719,85.237,615608950.0
2024-03-05 05:00:00+00:00,85.27,86.097,83.417,85.964,519332700.0
2024-03-06 05:00:00+00:00,88.022,89.724,87.03,88.7,580470300.0
2024-03-07 05:00:00+00:00,90.158,92.767,89.602,92.669,608047160.0
2024-03-08 05:00:00+00:00,95.1379,97.4,86.506,87.528,1142249760.0
2024-03-11 04:00:00+00:00,86.429,88.797,84.166,85.774,678335120.0
2024-03-12 04:00:00+00:00,88.049,91.96,86.1501,91.913,667930150.0
2024-03-13 04:00:00+00:00,91.055,91.504,88.435,90.888,635702540.0
2024-03-14 04:00:00+00:00,89.577,90.646,86.6,87.944,602281560.0
2024-03-15 04:00:00+00:00,86.93,89.546,86.257,87.8365,635271160.0
2024-03-18 04:00:00+00:00,90.388,92.405,87.085,88.455,668427180.0
2024-03-19 04:00:00+00:00,86.7,90.544,85.01,89.398,672153770.0
2024-03-20 04:00:00+00:00,89.797,90.41,88.223,90.372,476602790.0
2024-03-21 04:00:00+00:00,92.3,92.648,90.405,91.435,479699710.0
2024-03-22 04:00:00+00:00,91.141,94.778,90.834,94.289,586419360.0
2024-03-25 04:00:00+00:00,93.941,96.766,93.51,95.002,552047330.0
2024-03-26 04:00:00+00:00,95.851,96.375,92.502,92.561,511647580.0
2024-03-27 04:00:00+00:00,93.112,93.24,89.123,90.25,586046230.0
2024-03-28 04:00:00+00:00,90.0,91.3,89.193,90.356,435212270.0
2024-04-01 04:00:00+00:00,90.299,92.225,89.204,90.363,451941490.0
2024-04-02 04:00:00+00:00,88.448,90.094,87.62,89.452,432545050.0
2024-04-03 04:00:00+00:00,88.484,90.374,88.4,88.964,369402050.0
2024-04-04 04:00:00+00:00,90.406,90.634,85.88,85.905,434715420.0
2024-04-05 04:00:00+00:00,86.866,88.481,85.926,88.008,399584460.0
2024-04-08 04:00:00+00:00,88.7,88.83,86.732,87.133,283220000.0
2024-04-09 04:00:00+00:00,87.442,87.635,83.022,85.354,503509350.0
2024-04-10 04:00:00+00:00,83.926,87.4,83.709,87.039,431791530.0
2024-04-11 04:00:00+00:00,87.42,90.739,86.926,90.616,431532370.0
2024-04-12 04:00:00+00:00,89.699,90.175,87.53,88.186,425669890.0
2024-04-15 04:00:00+00:00,89.098,90.613,85.929,86.001,443031950.0
